3,12735,3.1510404397330194
6,23899,3.8349303318130468
9,3960,3.0049242424242424
12,3845,2.6197659297789335
15,2910,2.7219931271477664
18,5203,3.3736305977320775
21,24116,3.581688505556477
24,7971,3.199849454271735
27,1642,3.413520097442144
30,1281,3.633879781420765
33,65,3.0076923076923077
36,20809,3.9427170935652844
39,26254,3.413632208425383
42,2467,3.0551276854479124
45,8933,3.3843613567670436
48,13046,2.9461137513414073
51,27,2.5555555555555554
54,956,2.8546025104602513
57,2439,3.324518245182452
60,6313,3.114446380484714
63,2334,3.06662382176521
66,2371,2.144242935470266
69,4288,3.560634328358209
72,1230,3.502439024390244
75,558,2.4623655913978495
78,1226,3.180668841761827
81,3209,3.267373013399813
84,158,3.4177215189873418
87,976,2.3596311475409837
90,214,3.357476635514019
93,1966,2.528738555442523
96,483,3.6873706004140785
99,726,3.105371900826446
102,1992,2.4294678714859437
105,9620,3.326299376299376
108,125,3.092
111,24481,4.110575548384461
114,247,3.619433198380567
117,1264,3.589398734177215
120,147,2.880952380952381
123,2309,3.9692507579038545
126,1376,2.312136627906977
129,190,3.163157894736842
132,2123,2.773198304286387
135,6305,2.9980174464710547
138,137,3.2846715328467155
141,22020,3.5122161671207994
144,4505,3.4771365149833517
147,4118,3.5829286061194754
150,47777,3.86859786089541
153,32867,2.894727234003712
156,1663,3.5279615153337343
159,2366,3.4169484361792053
162,5995,4.009924937447873
165,33940,3.4890247495580438
168,12084,3.084698775239987
171,1427,3.6030133146461107
174,2124,2.455979284369115
177,2314,2.8859118409680207
180,8400,3.5872619047619048
183,614,3.3648208469055376
186,11222,2.891730529317412
189,336,3.0014880952380953
192,81,3.0246913580246915
195,3242,3.0894509561998764
198,9143,3.4170950453899156
201,365,3.0273972602739727
204,8335,2.949130173965207
207,5414,3.371536756557074
210,482,2.8890041493775933
213,1872,4.038461538461538
216,8547,3.2602082602082603
219,633,3.6248025276461298
222,5968,3.5371983914209117
225,12662,3.2883035855315117
228,475,2.6873684210526316
231,32085,2.9524700015583605
234,3269,2.679718568369532
237,6422,3.22454064154469
240,837,2.9097968936678615
243,439,2.530751708428246
246,10432,4.042896855828221
249,4950,3.682121212121212
252,10074,3.2227020051618025
255,1081,2.287696577243293
258,1710,2.6467836257309942
261,10367,3.628918684286679
264,159,3.3459119496855347
267,3792,2.878428270042194
270,1315,3.173764258555133
273,7424,3.135035021551724
276,5459,2.9862612200036636
279,936,3.699786324786325
282,11249,3.420970752955818
285,86,2.3313953488372094
288,23610,3.230347310461669
291,656,2.276676829268293
294,851,3.1762632197414806
297,266,3.1146616541353382
300,20601,3.666690937333139
303,6945,3.0401727861771057
306,7252,4.089561500275786
309,459,3.636165577342048
312,1325,2.620377358490566
315,11164,2.9020512361160873
318,63366,4.446990499637029
321,922,3.761930585683297
324,469,3.6865671641791047
327,7159,2.8063276993993576
330,1536,2.8082682291666665
333,10962,3.3484765553731073
336,295,2.8508474576271188
339,23214,3.500344619626088
342,11690,3.5099657827202737
345,10312,3.6495830100853373
348,8038,3.700734013436178
351,3667,3.304745023179711
354,1237,3.1576394502829426
357,27699,3.6511065381421712
360,2101,2.733698238933841
363,643,3.9937791601866253
366,2628,2.956240487062405
369,1120,3.3151785714285715
372,8010,3.252059925093633
375,254,3.2716535433070866
378,2342,3.1270281810418448
381,4925,3.404263959390863
384,771,2.976005188067445
387,701,2.6661911554921542
390,814,3.4305896805896805
393,2041,1.8672219500244978
396,26,2.5
399,10,2.25
402,60,2.925
405,3554,2.450056274620146
408,652,3.2384969325153374
411,113,2.774336283185841
414,865,2.623699421965318
417,3301,3.516207209936383
420,14934,2.7498660774072587
423,2304,3.008029513888889
426,3314,3.113458056729028
429,1483,2.360418071476736
432,12819,2.735470785552695
435,13911,2.5935590539860542
438,1054,2.7120493358633775
441,8035,3.685252022401991
444,1299,2.4226327944572748
447,223,2.506726457399103
450,2967,3.3597910347152005
453,931,3.1106337271750806
456,931,3.8415682062298604
459,1103,2.771078875793291
462,203,2.6157635467980294
465,723,3.267634854771784
468,7347,3.3182931808901595
471,11268,3.6641817536386228
474,18836,3.7325069016776387
477,4534,3.5492942214380236
480,59715,3.6647408523821485
483,587,3.79045996592845
486,602,2.6802325581395348
489,3032,2.7686345646437993
492,3116,3.652439024390244
495,653,3.450229709035222
498,378,2.802910052910053
501,1897,3.8313125988402743
504,1136,2.971830985915493
507,3233,3.510516548097742
510,879,2.7428896473265074
513,572,2.9361888111888113
516,3431,3.088166715243369
519,4812,2.19690357439734
522,1264,3.5537974683544302
525,172,3.380813953488372
528,913,2.787513691128149
531,7459,3.5390803056710016
534,4869,3.893407270486753
537,3431,3.16146895948703
540,4943,2.7167711915840584
543,12348,3.236354065435698
546,5554,2.0803925099027727
549,1450,3.8913793103448278
552,12901,3.2163010619331835
555,15360,3.808365885416667
558,1428,2.7626050420168067
561,223,3.468609865470852
564,328,2.3445121951219514
